year,lgID,tmID,franchID,confID,divID,rank,playoff,G,W,L,T,OTL,Pts,SoW,SoL,GF,GA,GoalDif,name,PIM,BenchMinor,PPG,PPC,PP%,SHA,PKG,PKC,PK%,SHF
2005,NHL,BOS,BOS,EC,NE,5,,82,29,37,,16,74,2,8,230,266,-36,Boston Bruins,1174,12,62,418,14.832535885167463,10,78,479,16.2839248434238,9
2005,NHL,BUF,BUF,EC,NE,2,CF,82,52,24,,6,110,5,5,281,239,42,Buffalo Sabres,1164,20,101,477,21.17400419287212,17,59,439,13.439635535307518,10
2005,NHL,CAL,CAL,WC,NW,1,CQF,82,46,25,,11,103,2,7,218,200,18,Calgary Flames,1482,18,87,478,18.200836820083683,7,80,508,15.748031496062993,8
2005,NHL,CAR,CAR,EC,SE,1,SC,82,52,22,,8,112,8,2,294,260,34,Carolina Hurricanes,1125,18,95,531,17.890772128060263,13,81,445,18.202247191011235,17
2005,NHL,CBS,CBS,WC,CE,3,,82,35,43,,4,74,8,3,223,279,-56,Columbus Blue Jackets,1416,20,64,451,14.19068736141907,8,95,523,18.164435946462714,10
2005,NHL,CHI,CHI,WC,CE,4,,82,26,43,,13,65,2,6,211,285,-74,Chicago Blackhawks,1544,26,51,417,12.23021582733813,12,88,547,16.087751371115175,6
2005,NHL,COL,COL,WC,NW,2,CSF,82,43,30,,9,95,3,6,283,257,26,Colorado Avalanche,1178,26,89,473,18.816067653276956,12,69,448,15.401785714285715,11
2005,NHL,DAL,DAL,WC,PC,1,CQF,82,53,23,,6,112,12,1,265,218,47,Dallas Stars,1496,12,88,498,17.670682730923694,7,82,504,16.26984126984127,10
2005,NHL,DET,DET,WC,CE,1,CQF,82,58,16,,8,124,4,3,305,209,96,Detroit Red Wings,1117,14,102,461,22.125813449023862,10,67,461,14.533622559652928,7
2005,NHL,EDM,EDM,WC,NW,3,F,82,41,28,,13,95,7,9,256,251,5,Edmonton Oilers,1204,22,88,485,18.144329896907216,5,76,478,15.899581589958158,15
2005,NHL,FLO,FLO,EC,SE,4,,82,37,34,,11,85,4,5,240,257,-17,Florida Panthers,1279,24,63,411,15.328467153284672,12,91,514,17.704280155642024,5
2005,NHL,LAK,LAK,WC,PC,4,,82,42,35,,5,89,6,1,249,270,-21,Los Angeles Kings,1474,34,77,541,14.232902033271719,12,104,489,21.267893660531698,15
2005,NHL,MIN,MIN,WC,NW,5,,82,38,36,,8,84,5,3,231,215,16,Minnesota Wild,1209,20,77,454,16.96035242290749,7,55,436,12.614678899082568,11
2005,NHL,MTL,MTL,EC,NE,3,CQF,82,42,31,,9,93,2,3,243,247,-4,Montreal Canadiens,1336,22,89,463,19.222462203023756,6,91,481,18.91891891891892,10
2005,NHL,NAS,NAS,WC,CE,2,CQF,82,49,25,,8,106,6,3,259,227,32,Nashville Predators,1533,16,94,512,18.359375,13,82,533,15.384615384615385,12
2005,NHL,NJD,NJD,EC,AT,1,CSF,82,46,27,,9,101,9,4,242,229,13,New Jersey Devils,948,10,78,441,17.687074829931973,6,63,349,18.05157593123209,3
2005,NHL,NYI,NYI,EC,AT,4,,82,36,40,,6,78,9,3,230,278,-48,New York Islanders,1266,18,76,450,16.88888888888889,15,99,476,20.798319327731093,5
2005,NHL,NYR,NYR,EC,AT,3,CQF,82,44,26,,12,100,7,4,257,215,42,New York Rangers,1194,12,83,442,18.778280542986426,9,79,486,16.255144032921812,4
2005,NHL,OTT,OTT,EC,NE,1,CSF,82,52,21,,9,113,2,6,314,211,103,Ottawa Senators,1462,20,102,490,20.816326530612244,11,73,476,15.336134453781513,25
2005,NHL,PHI,PHI,EC,AT,2,CQF,82,45,26,,11,101,4,6,267,259,8,Philadelphia Flyers,1201,14,80,444,18.01801801801802,6,97,465,20.86021505376344,19
2005,NHL,PHO,PHO,WC,PC,5,,82,38,39,,5,81,4,3,246,271,-25,Phoenix Coyotes,1511,18,96,541,17.744916820702404,11,98,513,19.103313840155945,9
2005,NHL,PIT,PIT,EC,AT,5,,82,22,46,,14,58,1,6,244,316,-72,Pittsburgh Penguins,1559,20,94,495,18.98989898989899,16,113,533,21.200750469043154,13
2005,NHL,SJS,SJS,WC,PC,2,CSF,82,44,27,,11,99,1,7,266,242,24,San Jose Sharks,1058,14,91,500,18.2,11,77,399,19.298245614035086,10
2005,NHL,STL,STL,WC,CE,5,,82,21,46,,15,57,4,8,197,292,-95,St. Louis Blues,1373,18,75,512,14.6484375,8,82,461,17.787418655097614,6
2005,NHL,TBL,TBL,EC,SE,2,CQF,82,43,33,,6,92,6,4,252,260,-8,Tampa Bay Lightning,959,22,81,485,16.70103092783505,11,72,391,18.414322250639387,11
2005,NHL,TOR,TOR,EC,NE,4,,82,41,33,,8,90,3,7,257,270,-13,Toronto Maple Leafs,1398,20,107,501,21.35728542914172,12,99,496,19.959677419354836,14
2005,NHL,VAN,VAN,WC,NW,4,,82,42,32,,8,92,4,4,256,255,1,Vancouver Canucks,1477,12,96,526,18.250950570342205,10,93,512,18.1640625,6
2005,NHL,WAS,WAS,EC,SE,5,,82,29,41,,12,70,7,6,237,306,-69,Washington Capitals,1499,26,72,490,14.69387755102041,18,116,550,21.09090909090909,15
2006,NHL,AND,ANA,WC,PC,1,SC,82,48,20,,14,110,4,10,258,208,50,Anaheim Ducks,1457,30,89,398,22.36180904522613,4,61,410,14.878048780487804,4
2006,NHL,ATL,WPG,EC,SE,1,CQF,82,43,28,,11,97,7,4,246,245,1,Atlanta Thrashers,1097,26,67,407,16.461916461916463,10,79,391,20.20460358056266,9
2006,NHL,BOS,BOS,EC,NE,5,,82,35,41,,6,76,9,4,219,289,-70,Boston Bruins,1256,24,71,412,17.233009708737864,18,81,442,18.32579185520362,8
2006,NHL,BUF,BUF,EC,NE,1,CF,82,53,22,,7,113,10,4,308,242,66,Buffalo Sabres,1200,18,71,407,17.444717444717444,13,72,386,18.65284974093264,8
2006,NHL,CAL,CAL,WC,NW,3,CQF,82,43,29,,10,96,3,5,258,226,32,Calgary Flames,1204,22,73,401,18.204488778054863,5,81,414,19.565217391304348,15
2006,NHL,CAR,CAR,EC,SE,3,,82,40,34,,8,88,0,5,241,253,-12,Carolina Hurricanes,1021,14,67,447,14.988814317673377,8,61,395,15.443037974683543,12
2006,NHL,CBS,CBS,WC,CE,4,,82,33,42,,7,73,5,5,201,249,-48,Columbus Blue Jackets,1357,20,65,438,14.840182648401825,10,85,453,18.76379690949227,6
2006,NHL,CHI,CHI,WC,CE,5,,82,31,42,,9,71,6,7,201,258,-57,Chicago Blackhawks,1332,16,43,364,11.813186813186812,6,77,443,17.381489841986454,12
2006,NHL,COL,COL,WC,NW,4,,82,44,31,,7,95,5,4,272,251,21,Colorado Avalanche,884,20,79,374,21.12299465240642,9,70,353,19.8300283286119,7
2006,NHL,DAL,DAL,WC,PC,3,CQF,82,50,25,,7,107,9,4,226,197,29,Dallas Stars,1133,22,79,427,18.501170960187356,6,59,377,15.649867374005305,3
2006,NHL,DET,DET,WC,CE,1,CF,82,50,19,,13,113,2,8,254,199,55,Detroit Red Wings,982,24,68,401,16.957605985037407,11,63,408,15.441176470588236,12
2006,NHL,EDM,EDM,WC,NW,5,,82,32,43,,7,71,3,3,195,248,-53,Edmonton Oilers,1285,22,53,373,14.209115281501342,4,59,382,15.44502617801047,6
2006,NHL,FLO,FLO,EC,SE,4,,82,35,31,,16,86,2,8,247,257,-10,Florida Panthers,1181,18,61,337,18.100890207715135,6,78,443,17.607223476297968,5
2006,NHL,LAK,LAK,WC,PC,4,,82,27,41,,14,68,4,6,227,283,-56,Los Angeles Kings,1239,24,81,442,18.32579185520362,6,91,411,22.14111922141119,6
2006,NHL,MIN,MIN,WC,NW,2,CQF,82,48,26,,8,104,10,7,235,191,44,Minnesota Wild,862,12,72,380,18.947368421052634,8,48,342,14.035087719298245,9
2006,NHL,MTL,MTL,EC,NE,4,,82,42,34,,6,90,6,5,245,256,-11,Montreal Canadiens,1133,14,86,378,22.75132275132275,6,69,419,16.467780429594274,17
2006,NHL,NAS,NAS,WC,CE,2,CQF,82,51,23,,8,110,6,5,272,212,60,Nashville Predators,1179,24,71,408,17.401960784313726,2,55,390,14.102564102564102,8
2006,NHL,NJD,NJD,EC,AT,1,CSF,82,49,24,,9,107,10,8,216,201,15,New Jersey Devils,830,8,65,367,17.71117166212534,11,40,271,14.760147601476014,4
2006,NHL,NYI,NYI,EC,AT,4,CQF,82,40,30,,12,92,8,5,248,240,8,New York Islanders,1062,24,63,348,18.103448275862068,9,79,433,18.244803695150118,7
2006,NHL,NYR,NYR,EC,AT,3,CSF,82,42,30,,10,94,9,5,242,216,26,New York Rangers,1109,22,75,406,18.472906403940886,6,65,400,16.25,11
2006,NHL,OTT,OTT,EC,NE,2,F,82,48,25,,9,105,2,6,288,222,66,Ottawa Senators,1173,12,72,403,17.866004962779154,12,61,394,15.48223350253807,17
2006,NHL,PHI,PHI,EC,AT,5,,82,22,48,,12,56,1,6,214,303,-89,Philadelphia Flyers,1301,16,53,376,14.095744680851062,14,65,420,15.476190476190476,15
2006,NHL,PHO,PHO,WC,PC,5,,82,31,46,,5,67,5,2,216,284,-68,Phoenix Coyotes,1445,28,66,400,16.5,13,92,425,21.64705882352941,5
2006,NHL,PIT,PIT,EC,AT,2,CQF,82,47,24,,11,105,10,6,277,246,31,Pittsburgh Penguins,1249,38,94,463,20.302375809935207,13,75,419,17.899761336515514,14
2006,NHL,SJS,SJS,WC,PC,2,CSF,82,51,26,,5,107,2,2,258,199,59,San Jose Sharks,955,16,92,410,22.439024390243905,4,55,330,16.666666666666664,7
2006,NHL,STL,STL,WC,CE,3,,82,34,35,,13,81,6,6,214,254,-40,St. Louis Blues,1223,20,46,381,12.073490813648293,10,83,414,20.048309178743963,7
2006,NHL,TBL,TBL,EC,SE,2,CQF,82,44,33,,5,93,10,2,253,261,-8,Tampa Bay Lightning,897,6,69,374,18.449197860962567,11,66,305,21.639344262295083,14
2006,NHL,TOR,TOR,EC,NE,3,,82,40,31,,11,91,4,7,258,269,-11,Toronto Maple Leafs,1139,12,71,401,17.70573566084788,11,90,418,21.5311004784689,3
2006,NHL,VAN,VAN,WC,NW,1,CSF,82,49,26,,7,105,5,4,222,201,21,Vancouver Canucks,1206,16,70,407,17.1990171990172,8,57,436,13.073394495412844,5
2006,NHL,WAS,WAS,EC,SE,5,,82,28,40,,14,70,1,11,235,286,-51,Washington Capitals,1233,16,67,408,16.42156862745098,14,82,414,19.806763285024154,12
2007,NHL,AND,ANA,WC,PC,2,CQF,82,47,27,,8,102,8,7,205,191,14,Anaheim Ducks,1481,16,60,361,16.62049861495845,7,69,408,16.911764705882355,8
2007,NHL,ATL,WPG,EC,SE,4,,82,34,40,,8,76,9,6,216,272,-56,Atlanta Thrashers,1077,20,52,316,16.455696202531644,10,75,354,21.1864406779661,13
2007,NHL,BOS,BOS,EC,NE,3,CQF,82,41,29,,12,94,6,7,212,222,-10,Boston Bruins,1069,18,56,319,17.55485893416928,6,71,332,21.385542168674696,9
2007,NHL,BUF,BUF,EC,NE,4,,82,39,31,,12,90,4,9,255,242,13,Buffalo Sabres,1004,14,66,366,18.0327868852459,8,56,333,16.816816816816818,9
2007,NHL,CAL,CAL,WC,NW,3,CQF,82,42,30,,10,94,3,3,229,227,2,Calgary Flames,1342,14,59,352,16.761363636363637,8,72,388,18.556701030927837,9
2007,NHL,CAR,CAR,EC,SE,2,,82,43,33,,6,92,2,3,252,249,3,Carolina Hurricanes,1183,18,79,420,18.80952380952381,13,75,355,21.12676056338028,4
2007,NHL,CBS,CBS,WC,CE,4,,82,34,36,,12,80,3,8,193,218,-25,Columbus Blue Jackets,1325,22,53,356,14.887640449438203,5,63,378,16.666666666666664,8
2007,NHL,CHI,CHI,WC,CE,3,,82,40,34,,8,88,5,4,239,235,4,Chicago Blackhawks,1383,12,58,365,15.890410958904111,6,69,385,17.92207792207792,17
2007,NHL,COL,COL,WC,NW,2,CSF,82,44,31,,7,95,7,3,231,219,12,Colorado Avalanche,995,22,49,335,14.626865671641792,5,56,301,18.6046511627907,2
2007,NHL,DAL,DAL,WC,PC,3,CF,82,45,30,,7,97,5,3,242,207,35,Dallas Stars,1178,16,64,354,18.07909604519774,8,51,354,14.40677966101695,13
2007,NHL,DET,DET,WC,CE,1,SC,82,54,21,,7,115,5,5,257,184,73,Detroit Red Wings,937,4,81,391,20.716112531969312,7,57,357,15.966386554621847,5
2007,NHL,EDM,EDM,WC,NW,4,,82,41,35,,6,88,15,4,235,251,-16,Edmonton Oilers,1175,26,57,344,16.569767441860463,10,56,366,15.300546448087433,7
2007,NHL,FLO,FLO,EC,SE,3,,82,38,35,,9,85,5,6,216,226,-10,Florida Panthers,1026,24,60,313,19.169329073482427,3,66,374,17.647058823529413,4
2007,NHL,LAK,LAK,WC,PC,5,,82,32,43,,7,71,5,3,231,266,-35,Los Angeles Kings,954,24,64,366,17.48633879781421,4,68,309,22.006472491909385,11
2007,NHL,MIN,MIN,WC,NW,1,CQF,82,44,28,,10,98,3,8,223,218,5,Minnesota Wild,1098,12,64,338,18.93491124260355,10,49,330,14.84848484848485,3
2007,NHL,MTL,MTL,EC,NE,1,CSF,82,47,25,,10,104,5,6,262,222,40,Montreal Canadiens,1090,18,90,374,24.06417112299465,3,60,342,17.543859649122805,8
2007,NHL,NAS,NAS,WC,CE,2,CQF,82,41,32,,9,91,3,5,230,229,1,Nashville Predators,1027,12,53,358,14.804469273743019,10,49,335,14.626865671641792,7
2007,NHL,NJD,NJD,EC,AT,2,CQF,82,46,29,,7,99,8,4,206,197,9,New Jersey Devils,974,18,50,320,15.625,7,54,314,17.197452229299362,6
2007,NHL,NYI,NYI,EC,AT,5,,82,35,38,,9,79,5,3,194,243,-49,New York Islanders,1041,18,48,330,14.545454545454545,15,68,375,18.133333333333333,10
2007,NHL,NYR,NYR,EC,AT,3,CSF,82,42,27,,13,97,8,9,213,199,14,New York Rangers,1154,12,61,370,16.486486486486488,6,53,343,15.451895043731778,4
2007,NHL,OTT,OTT,EC,NE,2,CQF,82,43,31,,8,94,3,5,261,247,14,Ottawa Senators,1175,22,60,328,18.29268292682927,6,72,380,18.947368421052634,18
2007,NHL,PHI,PHI,EC,AT,4,CF,82,42,29,,11,95,3,6,248,233,15,Philadelphia Flyers,1471,14,84,385,21.818181818181817,6,65,388,16.752577319587626,13
2007,NHL,PHO,PHO,WC,PC,4,,82,38,37,,7,83,5,6,214,231,-17,Phoenix Coyotes,1193,18,63,339,18.58407079646018,12,64,332,19.27710843373494,11
2007,NHL,PIT,PIT,EC,AT,1,F,82,47,27,,8,102,7,4,247,216,31,Pittsburgh Penguins,1179,24,77,378,20.37037037037037,10,68,357,19.047619047619047,6
2007,NHL,SJS,SJS,WC,PC,1,CSF,82,49,23,,10,108,6,6,222,193,29,San Jose Sharks,1075,14,70,374,18.71657754010695,9,44,310,14.193548387096774,7
2007,NHL,STL,STL,WC,CE,5,,82,33,36,,13,79,3,5,205,237,-32,St. Louis Blues,1153,16,47,334,14.071856287425149,13,56,359,15.598885793871867,3
2007,NHL,TBL,TBL,EC,SE,5,,82,31,42,,9,71,2,1,223,267,-44,Tampa Bay Lightning,1038,16,57,296,19.256756756756758,7,56,312,17.94871794871795,7
2007,NHL,TOR,TOR,EC,NE,5,,82,36,35,,11,83,3,4,231,260,-29,Toronto Maple Leafs,1087,8,61,343,17.784256559766764,10,77,352,21.875,4
2007,NHL,VAN,VAN,WC,NW,5,,82,39,33,,10,88,6,9,213,215,-2,Vancouver Canucks,1474,16,63,369,17.073170731707318,7,64,368,17.391304347826086,8
2007,NHL,WAS,WAS,EC,SE,1,CQF,82,43,31,,8,94,4,4,242,231,11,Washington Capitals,975,22,65,346,18.786127167630056,8,68,349,19.484240687679083,5
2008,NHL,AND,ANA,WC,PC,2,CSF,82,42,33,,7,91,7,3,245,238,7,Anaheim Ducks,1426,8,73,309,23.624595469255663,8,78,385,20.259740259740262,6
2008,NHL,ATL,WPG,EC,SE,4,,82,35,41,,6,76,7,1,257,280,-23,Atlanta Thrashers,1256,12,69,357,19.327731092436977,10,88,366,24.043715846994534,13
2008,NHL,BOS,BOS,EC,NE,1,CSF,82,53,19,,10,116,4,6,274,196,78,Boston Bruins,1028,12,74,313,23.642172523961662,7,54,306,17.647058823529413,8
2008,NHL,BUF,BUF,EC,NE,3,,82,41,32,,9,91,8,5,250,234,16,Buffalo Sabres,1121,16,75,358,20.949720670391063,5,61,336,18.154761904761905,7
2008,NHL,CAL,CAL,WC,NW,2,CQF,82,46,30,,6,98,3,2,254,248,6,Calgary Flames,1299,18,61,358,17.039106145251395,15,58,349,16.6189111747851,6
2008,NHL,CAR,CAR,EC,SE,2,CF,82,45,30,,7,97,3,5,239,226,13,Carolina Hurricanes,802,16,70,374,18.71657754010695,9,59,301,19.601328903654487,8
2008,NHL,CBS,CBS,WC,CE,4,CQF,82,41,31,,10,92,6,7,226,230,-4,Columbus Blue Jackets,1227,20,41,322,12.732919254658384,12,62,346,17.91907514450867,8
2008,NHL,CHI,CHI,WC,CE,2,CF,82,46,24,,12,104,4,7,264,216,48,Chicago Blackhawks,1157,28,70,363,19.28374655647383,6,64,330,19.393939393939394,10
2008,NHL,COL,COL,WC,NW,5,,82,32,45,,5,69,9,4,199,257,-58,Colorado Avalanche,1062,18,50,318,15.723270440251572,8,64,318,20.125786163522015,4
2008,NHL,DAL,DAL,WC,PC,3,,82,36,35,,11,83,6,6,230,257,-27,Dallas Stars,1144,10,54,351,15.384615384615385,4,70,327,21.406727828746178,2
2008,NHL,DET,DET,WC,CE,1,F,82,51,21,,10,112,6,4,295,244,51,Detroit Red Wings,824,14,90,353,25.495750708215297,4,71,327,21.712538226299692,6
2008,NHL,EDM,EDM,WC,NW,4,,82,38,35,,9,85,6,4,234,248,-14,Edmonton Oilers,1247,20,60,354,16.94915254237288,8,76,338,22.485207100591715,3
2008,NHL,FLO,FLO,EC,SE,3,,82,41,30,,11,93,3,8,234,231,3,Florida Panthers,900,16,51,308,16.558441558441558,9,54,311,17.363344051446948,7
2008,NHL,LAK,LAK,WC,PC,5,,82,34,37,,11,79,5,8,207,234,-27,Los Angeles Kings,1207,16,69,360,19.166666666666668,8,62,362,17.12707182320442,4
2008,NHL,MIN,MIN,WC,NW,3,,82,40,33,,9,89,5,3,219,200,19,Minnesota Wild,889,20,66,328,20.121951219512198,6,36,291,12.371134020618557,9
2008,NHL,MTL,MTL,EC,NE,2,CQF,82,41,30,,11,93,7,7,249,247,2,Montreal Canadiens,1229,6,72,374,19.25133689839572,11,65,370,17.56756756756757,10
2008,NHL,NAS,NAS,WC,CE,5,,82,40,34,,8,88,6,5,213,233,-20,Nashville Predators,994,12,50,318,15.723270440251572,8,59,338,17.45562130177515,9
2008,NHL,NJD,NJD,EC,AT,1,CQF,82,51,27,,4,106,6,2,244,209,35,New Jersey Devils,1058,20,58,307,18.892508143322477,4,65,324,20.061728395061728,12
2008,NHL,NYI,NYI,EC,AT,5,,82,26,47,,9,61,3,5,201,279,-78,New York Islanders,1216,18,54,320,16.875,5,73,361,20.221606648199447,12
2008,NHL,NYR,NYR,EC,AT,4,CQF,82,43,30,,9,95,10,6,210,218,-8,New York Rangers,1199,24,48,346,13.872832369942195,14,40,329,12.158054711246201,9
2008,NHL,OTT,OTT,EC,NE,4,,82,36,35,,11,83,4,6,217,237,-20,Ottawa Senators,1098,14,66,339,19.469026548672566,5,64,346,18.497109826589593,8
2008,NHL,PHI,PHI,EC,AT,3,CQF,82,44,27,,11,99,4,6,264,238,26,Philadelphia Flyers,1434,26,71,316,22.468354430379748,1,67,393,17.048346055979643,16
2008,NHL,PHO,PHO,WC,PC,4,,82,36,39,,7,79,3,3,208,252,-44,Phoenix Coyotes,1092,18,50,344,14.534883720930234,4,68,293,23.208191126279864,5
2008,NHL,PIT,PIT,EC,AT,2,SC,82,45,28,,9,99,6,6,264,239,25,Pittsburgh Penguins,1114,8,62,360,17.22222222222222,13,60,347,17.29106628242075,7
2008,NHL,SJS,SJS,WC,PC,1,CQF,82,53,18,,11,117,6,5,257,204,53,San Jose Sharks,1053,16,87,360,24.166666666666668,11,51,306,16.666666666666664,12
2008,NHL,STL,STL,WC,CE,3,CQF,82,41,31,,10,92,6,6,233,233,0,St. Louis Blues,1248,22,72,351,20.51282051282051,8,58,357,16.246498599439775,10
2008,NHL,TBL,TBL,EC,SE,5,,82,24,40,,18,66,3,10,210,279,-69,Tampa Bay Lightning,1306,26,61,343,17.784256559766764,9,89,405,21.975308641975307,4
2008,NHL,TOR,TOR,EC,NE,5,,82,34,35,,13,81,6,7,250,293,-43,Toronto Maple Leafs,1125,12,62,330,18.787878787878785,7,78,308,25.324675324675322,6
2008,NHL,VAN,VAN,WC,NW,1,CSF,82,45,27,,10,100,3,7,246,220,26,Vancouver Canucks,1351,28,67,357,18.76750700280112,5,69,371,18.598382749326145,7
2008,NHL,WAS,WAS,EC,SE,1,CSF,82,50,24,,8,108,4,5,272,245,27,Washington Capitals,1041,20,85,337,25.222551928783382,11,75,387,19.379844961240313,7
2009,NHL,AND,ANA,WC,PC,4,,82,39,32,,11,89,5,8,238,251,-13,Anaheim Ducks,1321,4,63,300,21.0,9,67,324,20.679012345679013,8
2009,NHL,ATL,WPG,EC,SE,2,,82,35,34,,13,83,4,6,234,256,-22,Atlanta Thrashers,1053,8,51,316,16.139240506329113,4,57,320,17.8125,9
2009,NHL,BOS,BOS,EC,NE,3,CSF,82,39,30,,13,91,10,9,206,200,6,Boston Bruins,953,24,44,265,16.60377358490566,4,37,272,13.602941176470587,6
2009,NHL,BUF,BUF,EC,NE,1,CQF,82,45,27,,10,100,4,6,235,207,28,Buffalo Sabres,918,16,55,313,17.57188498402556,3,38,284,13.380281690140844,4
2009,NHL,CAL,CAL,WC,NW,3,,82,40,32,,10,90,3,7,204,210,-6,Calgary Flames,1143,14,43,268,16.044776119402986,2,54,305,17.704918032786885,8
2009,NHL,CAR,CAR,EC,SE,3,,82,35,37,,10,80,4,5,230,256,-26,Carolina Hurricanes,966,22,56,332,16.867469879518072,8,62,320,19.375,7
2009,NHL,CBS,CBS,WC,CE,5,,82,32,35,,15,79,2,10,216,259,-43,Columbus Blue Jackets,1086,16,56,308,18.181818181818183,9,61,334,18.263473053892216,6
2009,NHL,CHI,CHI,WC,CE,1,SC,82,52,22,,8,112,9,6,271,209,62,Chicago Blackhawks,924,16,52,294,17.687074829931973,4,39,265,14.716981132075471,13
2009,NHL,COL,COL,WC,NW,2,CQF,82,43,30,,9,95,7,5,244,233,11,Colorado Avalanche,1027,26,56,310,18.064516129032256,9,60,303,19.801980198019802,8
2009,NHL,DAL,DAL,WC,PC,5,,82,37,31,,14,88,7,10,237,254,-17,Dallas Stars,963,8,61,328,18.597560975609756,8,65,288,22.569444444444446,9
2009,NHL,DET,DET,WC,CE,2,CSF,82,44,24,,14,102,6,9,229,216,13,Detroit Red Wings,723,16,59,307,19.218241042345277,1,43,267,16.10486891385768,8
2009,NHL,EDM,EDM,WC,NW,5,,82,27,47,,8,62,8,6,214,284,-70,Edmonton Oilers,1133,18,52,301,17.275747508305646,5,67,305,21.9672131147541,6
2009,NHL,FLO,FLO,EC,SE,5,,82,32,37,,13,77,6,10,208,244,-36,Florida Panthers,977,16,44,309,14.239482200647249,8,59,287,20.557491289198605,7
2009,NHL,LAK,LAK,WC,PC,3,CQF,82,46,27,,9,101,10,8,241,219,22,Los Angeles Kings,979,16,64,307,20.846905537459286,6,60,304,19.736842105263158,4
2009,NHL,MIN,MIN,WC,NW,4,,82,38,36,,8,84,5,7,219,246,-27,Minnesota Wild,924,10,59,309,19.093851132686083,13,53,306,17.320261437908496,4
2009,NHL,MTL,MTL,EC,NE,4,CF,82,39,33,,10,88,7,5,217,223,-6,Montreal Canadiens,936,16,57,261,21.839080459770116,8,53,311,17.041800643086816,4
2009,NHL,NAS,NAS,WC,CE,3,CQF,82,47,29,,6,100,8,4,225,225,0,Nashville Predators,710,12,47,286,16.433566433566433,6,59,258,22.868217054263564,5
2009,NHL,NJD,NJD,EC,AT,1,CQF,82,48,27,,7,103,6,5,222,191,31,New Jersey Devils,859,16,51,273,18.681318681318682,5,41,239,17.154811715481173,7
2009,NHL,NYI,NYI,EC,AT,5,,82,34,37,,11,79,8,6,222,264,-42,New York Islanders,950,22,49,306,16.013071895424837,3,71,300,23.666666666666668,7
2009,NHL,NYR,NYR,EC,AT,4,,82,38,33,,11,87,3,4,222,218,4,New York Rangers,1159,22,55,301,18.272425249169437,7,50,318,15.723270440251572,5
2009,NHL,OTT,OTT,EC,NE,2,CQF,82,44,32,,6,94,5,5,225,238,-13,Ottawa Senators,1141,26,49,290,16.896551724137932,4,50,318,15.723270440251572,6
2009,NHL,PHI,PHI,EC,AT,3,F,82,41,35,,6,88,4,3,236,225,11,Philadelphia Flyers,1362,12,68,317,21.451104100946374,8,57,335,17.01492537313433,6
2009,NHL,PHO,PHO,WC,PC,2,CQF,82,50,25,,7,107,14,6,225,202,23,Phoenix Coyotes,925,20,46,314,14.64968152866242,7,49,317,15.457413249211358,3
2009,NHL,PIT,PIT,EC,AT,2,CSF,82,47,28,,7,101,8,2,257,237,20,Pittsburgh Penguins,1195,12,56,326,17.177914110429448,8,52,327,15.902140672782874,7
2009,NHL,SJS,SJS,WC,PC,1,CF,82,51,20,,11,113,7,6,264,215,49,San Jose Sharks,1155,18,65,309,21.035598705501616,9,49,327,14.984709480122325,8
2009,NHL,STL,STL,WC,CE,4,,82,40,32,,10,90,7,5,225,223,2,St. Louis Blues,1318,22,52,307,16.938110749185668,6,45,342,13.157894736842104,7
2009,NHL,TBL,TBL,EC,SE,4,,82,34,36,,12,80,4,7,217,260,-43,Tampa Bay Lightning,1377,20,63,326,19.32515337423313,6,67,336,19.940476190476193,2
2009,NHL,TOR,TOR,EC,NE,5,,82,30,38,,14,74,4,4,214,267,-53,Toronto Maple Leafs,1091,20,44,315,13.968253968253968,7,73,288,25.34722222222222,4
2009,NHL,VAN,VAN,WC,NW,1,CSF,82,49,28,,5,103,4,4,272,222,50,Vancouver Canucks,1269,8,68,325,20.923076923076923,6,59,320,18.4375,9
2009,NHL,WAS,WAS,EC,SE,1,CQF,82,54,15,,13,121,5,6,318,233,85,Washington Capitals,940,20,79,313,25.23961661341853,8,67,316,21.202531645569618,4
2010,NHL,AND,ANA,WC,PC,2,CQF,82,47,30,,5,99,4,2,239,235,4,Anaheim Ducks,1178,20,67,285,23.50877192982456,7,57,305,18.688524590163937,7
2010,NHL,ATL,WPG,EC,SE,4,,82,34,36,,12,80,5,7,223,269,-46,Atlanta Thrashers,930,22,53,289,18.33910034602076,10,64,285,22.45614035087719,6
2010,NHL,BOS,BOS,EC,NE,1,SC,82,46,25,,11,103,2,6,246,195,51,Boston Bruins,1115,10,43,265,16.22641509433962,5,46,265,17.358490566037734,11
2010,NHL,BUF,BUF,EC,NE,3,CQF,82,43,29,,10,96,5,1,245,229,16,Buffalo Sabres,958,16,54,279,19.35483870967742,13,51,300,17.0,2
2010,NHL,CAL,CAL,WC,NW,2,,82,41,29,,12,94,9,7,250,237,13,Calgary Flames,836,18,62,318,19.49685534591195,9,53,282,18.79432624113475,7
2010,NHL,CAR,CAR,EC,SE,3,,82,40,31,,11,91,5,5,236,239,-3,Carolina Hurricanes,835,14,55,346,15.895953757225435,6,51,272,18.75,7
2010,NHL,CBS,CBS,WC,CE,5,,82,34,35,,13,81,5,8,215,258,-43,Columbus Blue Jackets,1113,14,42,301,13.953488372093023,11,62,314,19.745222929936308,6
2010,NHL,CHI,CHI,WC,CE,3,CQF,82,44,29,,9,97,6,5,258,225,33,Chicago Blackhawks,742,22,64,277,23.104693140794225,4,53,255,20.784313725490197,6
